adep,ades,typecode,icao_operator,flight_duration_minutes,departure_hour,day_of_week
GMMN,LFBD,B738,RAM,120.41666666666667,7,4
GMMN,LEMG,AT76,RAM,82.66666666666667,14,3
GMMN,LIMZ,A320,MAC,195.33333333333334,3,2
GMMN,LFPO,B788,RAM,153.33333333333334,11,6
GMMN,EDDF,A20N,DLH,183.25,2,6
GMMN,LLBG,B738,RAM,287.0833333333333,23,1
GMMN,LFMN,B738,RAM,135.5,14,4
GMMN,LFPO,B737,JAF,143.75,5,6
GMME,LFPG,A320,AFR,164.91666666666666,13,5
GMMN,LFPG,A321,AFR,172.0,16,3
GMMN,LFMN,B738,RAM,138.75,13,1
GMMN,LFPG,A306,BCS,157.16666666666666,18,1
GMTT,EGKK,A320,MAC,162.75,13,6
GMMN,LTFJ,A320,MAC,256.0833333333333,16,0
GMMN,EDDF,B738,RAM,197.16666666666666,12,4
GMMN,EBBR,B737,JAF,180.5,9,2
GMMN,LFPB,A321,AFR,161.58333333333334,7,5
GMME,LFPO,B737,JAF,142.08333333333334,14,6
GMMN,LIMC,B738,RAM,166.25,7,6
GMMN,EDDF,B738,RAM,207.41666666666666,12,3
GMMN,LFPO,B788,RAM,145.75,11,6
GMMN,LFPG,A320,AFR,160.08333333333334,7,0
GMMN,EBBR,B738,RAM,182.0,7,3
GMMN,LFPO,B738,RAM,146.75,6,0
GMMN,LIPZ,B738,RAM,167.0,12,0
GMME,LFPG,A320,AFR,153.25,6,6
GMMN,LTBA,B789,RAM,232.83333333333334,9,6
GMMN,LFPO,B738,RAM,156.66666666666666,17,4
GMME,EGSS,B738,RUK,174.0,20,1
GMMN,LFBD,E190,RAM,126.5,15,2
GMMN,LFMN,E190,RAM,142.58333333333334,13,6
GMMN,EGKK,B738,RAM,190.33333333333334,12,4
GMME,LEMD,B738,RYR,92.25,18,2
GMMN,EGLL,B38M,RAM,173.75,16,4
GMMN,LFPO,B738,RAM,156.16666666666666,17,3
GMMN,EHAM,B38M,RAM,214.75,11,4
GMMN,EGLL,B788,RAM,178.66666666666666,12,5
GMMN,LIME,A320,MAC,180.58333333333334,14,4
GMMN,LIMC,B738,RAM,153.16666666666666,12,4
GMMN,LFPG,A320,AFR,152.83333333333334,16,0
GMMN,LPPT,AT76,RAM,116.5,10,5
GMME,LEMD,E190,RAM,92.66666666666667,8,4
GMMN,LLBG,B738,RAM,282.4166666666667,23,6
GMMN,LEMD,GLEX,GES,75.91666666666667,2,0
GMMN,LEMD,A333,PLM,88.5,16,3
GMMN,LIPE,B738,RAM,151.0,12,6
GMMN,LFLL,A320,MAC,135.25,5,5
GMMN,LIMF,B738,RAM,143.83333333333334,9,3
GMME,LFML,E190,RAM,122.33333333333333,15,0
GMTT,LEBL,A320,MAC,86.83333333333333,11,5
GMMN,EGLL,B788,RAM,176.08333333333334,12,0
GMMN,LIMC,B738,RAM,166.66666666666666,12,3
GMMN,LFPO,B738,RAM,172.0,16,6
GMMN,LFPO,A320,AFR,158.33333333333334,18,4
GMME,LFPG,A320,AFR,146.25,5,6
GMMN,LPPR,E190,RAM,81.83333333333333,15,0
GMMN,LIMC,B738,RAM,161.0,11,5
GMMN,EGKK,B738,RAM,175.66666666666666,11,4
GMMN,LEMG,A320,MAC,51.25,6,4
GMMN,LPPT,A319,TAP,62.333333333333336,16,5
GMMN,LFPO,B738,RAM,150.83333333333334,7,0
GMME,LFPG,A321,AFR,143.08333333333334,13,5
GMMN,LFPO,B737,JAF,161.33333333333334,6,2
GMME,LFPG,A320,AFR,148.75,16,1
GMMN,EBBR,B738,RAM,167.91666666666666,12,6
GMMN,LFPO,B738,RAM,154.33333333333334,11,0
GMME,LFOB,B38M,RYR,152.16666666666666,18,1
GMME,LFPG,A320,AFR,152.66666666666666,6,5
GMMN,LIME,A320,MAC,149.33333333333334,22,6
GMMN,LIRF,B738,RAM,149.5,12,1
GMMN,LFPO,B788,RAM,138.91666666666666,15,2
GMMN,LPPT,E190,RAM,60.666666666666664,15,0
GMMN,EGLL,B788,RAM,159.08333333333334,12,3
GMMN,LEMD,B738,RAM,79.5,15,4
GMMN,LIPZ,B738,RAM,172.0,7,4
GMMN,LEBL,B738,RAM,91.33333333333333,15,2
GMMN,LEMD,B738,RAM,92.91666666666667,9,5
GMMN,LIRF,B738,RAM,153.91666666666666,9,4
GMMN,DAON,A359,THY,228.83333333333334,14,3
GMMN,LFPO,A320,AFR,156.33333333333334,18,5
GMMN,LEMD,E190,RAM,76.91666666666667,9,2
GMMN,LFPB,A320,AFR,147.08333333333334,16,1
GMMN,LFMD,B738,RAM,129.75,13,3
GMMN,EBBR,A320,MAC,153.83333333333334,15,5
GMMN,LIPE,B738,RAM,167.0,12,5
GMMN,LIPE,A320,MAC,161.0,23,2
GMMN,LFML,B738,RAM,121.75,16,0
GMMN,LFLL,A320,MAC,134.33333333333334,14,2
GMMN,LPPR,E190,RAM,79.33333333333333,15,4
GMMN,EGKK,B738,RAM,166.75,11,6
GMMN,EGKK,B738,RAM,153.83333333333334,11,6
GMMN,LSGG,B738,RAM,140.83333333333334,12,1
GMME,LFPO,B738,RAM,139.91666666666666,7,1
GMME,LEMD,B738,RYR,77.41666666666667,21,0
GMMN,LIPE,B738,RAM,153.75,12,2
GMMN,EHAM,B738,RAM,204.0,12,3
GMMN,LFPB,A320,AFR,165.08333333333334,7,1
GMMN,LFPB,A320,AFR,174.83333333333334,16,3
GMMN,LIPE,B738,RAM,150.66666666666666,11,3
GMMN,LFPO,B738,RAM,144.5,17,5
GMMN,LEMG,A320,MAC,54.833333333333336,18,6
GMMN,LIMC,B738,RAM,144.16666666666666,7,2
GMMN,EBBR,B738,RAM,162.25,12,0
GMMN,EBCI,B738,JAF,193.91666666666666,12,5
GMMN,LFPG,B738,RAM,155.58333333333334,7,0
GMMN,LFSB,A320,MAC,186.66666666666666,5,0
GMMN,LEMD,B738,RAM,75.41666666666667,9,6
GMMN,LFPO,B737,JAF,152.5,15,0
GMMN,LIRF,B738,RAM,161.83333333333334,12,5
GMMN,LFBO,E190,RAM,115.16666666666667,15,6
GMMN,LFBD,B738,RAM,122.5,8,4
GMMN,LTFJ,A320,ABY,259.4166666666667,16,4
GMMN,LFPB,A306,BCS,177.66666666666666,17,4
GMMN,LSGG,B738,RAM,148.0,12,4
GMMN,EBCI,B738,JAF,180.25,9,0
GMMN,LFBO,B738,RAM,114.25,17,0
GMMN,LFBO,B738,RAM,119.75,7,4
GMMN,EDDF,B738,RAM,216.91666666666666,12,4
GMMN,LFPG,A320,AFR,172.41666666666666,7,0
GMME,LEMD,B738,RYR,87.25,20,0
GMMN,LEBL,B738,RAM,107.83333333333333,8,3
GMME,LEZL,B738,RYR,41.5,20,5
GMMN,LFML,B738,RAM,132.33333333333334,14,0
GMMN,LIRF,B738,RAM,144.33333333333334,13,6
GMMN,EGKK,B738,RAM,162.41666666666666,11,6
GMMN,LIMN,B738,RAM,167.0,12,4
GMMN,LSGG,B738,RAM,163.08333333333334,14,3
GMMN,LFPB,B738,RAM,155.33333333333334,12,3
GMMN,LIRF,B738,RAM,160.16666666666666,12,0
GMMN,LIPE,B738,RAM,163.58333333333334,12,2
GMME,LEMD,B738,RYR,73.41666666666667,18,4
GMME,LEMD,B738,RYR,86.41666666666667,19,4
GMMN,LEMD,AT75,SWT,105.66666666666667,17,0
GMMN,LFPB,B738,RAM,182.25,14,5
GMMN,LEMD,B738,RAM,79.16666666666667,9,5
GMMN,LEBL,A320,MAC,100.33333333333333,13,6
GMTT,LFML,SF34,FRF,174.25,19,0
GMMN,LSGG,B738,RAM,139.66666666666666,12,6
GMMN,LFMT,A320,MAC,116.5,5,4
GMMN,LIMC,B738,RAM,167.08333333333334,7,0
GMMN,LEBL,B738,RAM,106.08333333333333,15,3
GMMN,LFBD,B738,RAM,107.25,15,2
GMMN,LFPB,A320,AFR,160.91666666666666,7,1
GMMN,LTFM,A359,THY,237.91666666666666,14,3
GMMN,LFML,B738,RAM,125.16666666666667,14,5
GMMN,LEBL,B38M,RAM,103.83333333333333,16,6
GMME,LFPO,B738,RAM,141.16666666666666,7,2
GMMN,LFPO,B738,RAM,166.58333333333334,7,3
GMMN,LTFM,B738,RAM,267.4166666666667,9,0
GMMN,LTFJ,A320,MAC,272.75,16,5
GMMN,EHAM,B738,TRA,182.91666666666666,14,3
GMMN,GMMY,E190,RAM,22.666666666666668,6,3
GMMN,LEMD,E190,RAM,72.58333333333333,9,6
GMMN,LIPE,B738,RAM,159.0,12,1
GMME,LEBL,B738,RYR,95.66666666666667,23,4
GMMN,LPPT,E190,RAM,73.91666666666667,10,1
GMMN,LIPE,A320,MAC,152.08333333333334,7,2
GMMN,LFQQ,B737,JAF,176.83333333333334,5,3
GMMN,LFLL,A320,MAC,144.66666666666666,5,5
GMTT,LFPO,B738,RAM,143.16666666666666,15,6
GMMN,LEBL,B738,RAM,97.41666666666667,15,4
GMMN,LFMN,B738,RAM,151.33333333333334,13,3
GMMN,LPPT,E190,TAP,84.41666666666667,16,0
GMMN,LFPO,B738,RAM,149.41666666666666,9,0
GMMN,LIMC,B738,RAM,151.41666666666666,7,6
GMMN,LIPE,A320,MAC,163.5,6,2
GMMN,LFPG,A320,AFR,156.91666666666666,15,0
GMMN,LIMZ,A320,MAC,180.25,13,5
GMME,LFPB,A320,AFR,146.83333333333334,13,1
GMME,LFPB,A320,AFR,158.25,6,5
GMMN,LPPT,E190,TAP,70.83333333333333,11,5
GMMN,LPPT,A319,TAP,69.83333333333333,12,3
GMMN,LEMD,B738,RAM,72.58333333333333,15,2
GMME,LIML,FA50,IAM,146.5,13,4
GMMN,LFPB,A320,AFR,161.5,18,4
GMMN,LFMT,A320,MAC,136.5,11,2
GMMN,LIMC,B738,RAM,177.08333333333334,12,5
GMMN,LFPG,A319,AFR,173.08333333333334,7,2
GMMN,LFPG,B738,RAM,143.75,12,6
GMMN,GMMY,B744,RAM,21.666666666666668,13,1
GMMN,LTFM,B789,RAM,219.75,9,4
GMMN,EGKK,B738,RAM,171.25,11,2
GMMN,LIPE,B738,RAM,162.08333333333334,12,1
GMMN,LPPT,AT76,RAM,91.91666666666667,9,5
GMMN,LIMC,B738,RAM,142.41666666666666,12,6
GMMN,LIMC,B738,RAM,146.08333333333334,11,0
GMMN,LSGG,B738,RAM,145.91666666666666,12,0
GMMN,EGKK,B738,RAM,154.66666666666666,11,2
GMMN,EDDF,B738,RAM,182.83333333333334,12,6
GMMN,LPPT,E190,RAM,64.66666666666667,15,5
GMMN,LIPE,B738,RAM,160.58333333333334,11,6
GMMN,LTFM,A359,THY,220.5,15,4
GMMN,LFPO,B738,RAM,164.25,7,5
GMMN,LFPO,B738,RAM,161.91666666666666,7,5
GMMN,LTFM,B738,RAM,220.25,9,3
GMMN,LIPE,B738,RAM,152.0,11,1
GMMN,LFPO,B738,RAM,149.91666666666666,7,1
GMMN,EDDF,B738,RAM,217.41666666666666,12,2
GMMN,LFMN,B738,RAM,127.41666666666667,13,3
GMMN,EHAM,B738,TRA,189.83333333333334,12,5
GMMN,LTFJ,A320,MAC,259.1666666666667,15,5
GMMN,LFPB,A320,AFR,142.5,11,2
GMMN,LEBL,A21N,PGT,173.83333333333334,0,2
GMMN,LPPT,A319,TAP,66.16666666666667,16,5
GMMN,LEMD,E190,RAM,81.16666666666667,9,4
GMMN,EHAM,B738,TVF,177.25,19,1
GMMN,EDDF,B738,RAM,184.25,12,0
GMMN,LFML,E190,RAM,133.5,7,4
GMMN,LIMZ,A320,MAC,159.91666666666666,6,1
GMMN,LLBG,B738,RAM,292.4166666666667,23,0
GMMN,LFMN,B738,RAM,129.75,15,0
GMMN,LPPT,E190,RAM,66.41666666666667,10,3
GMMN,LIPE,B738,RAM,154.08333333333334,12,6
GMMN,LTFM,A359,THY,235.33333333333334,14,4
GMMN,LPPT,E190,TAP,75.41666666666667,13,0
GMMN,LEBL,B738,RAM,95.91666666666667,8,2
GMMN,EHAM,B38M,RAM,201.5,11,5
GMMN,LPPT,B738,RAM,83.66666666666667,15,0
GMMN,LSGG,B738,RAM,155.41666666666666,7,6
GMMN,EBBR,B738,RAM,157.91666666666666,12,6
GMMN,LEMD,B738,RAM,78.75,15,1
GMMN,LFPB,A319,AFR,158.5,10,6
GMMN,LFBD,B738,RAM,117.5,15,0
GMMN,LSGG,B738,RAM,167.0,7,3
GMMN,LFPO,B788,RAM,153.5,11,3
GMMN,EBBR,A320,MAC,187.41666666666666,15,5
GMMN,LIMF,B738,RAM,164.91666666666666,15,5
GMMN,EDDF,B738,RAM,182.66666666666666,12,1
GMME,LFPB,A320,AFR,162.66666666666666,6,0
GMMN,LSGG,B738,RAM,157.08333333333334,12,6
GMME,GMMN,E190,RAM,26.333333333333332,13,1
GMMN,LEMD,B738,RAM,76.66666666666667,15,1
GMMN,LFBD,E190,RAM,126.66666666666667,8,3
GMMN,LFPB,A321,AFR,173.83333333333334,10,5
GMME,LFPG,A320,AFR,154.91666666666666,13,0
GMME,LFPB,A320,AFR,171.33333333333334,13,4
GMMN,EDDF,B738,RAM,184.33333333333334,12,6
GMME,EBCI,B738,RYR,175.08333333333334,15,0
GMMN,LFML,E190,RAM,128.33333333333334,14,0
GMMN,LEBL,B738,RAM,97.91666666666667,8,1
GMMN,LFPO,B738,RAM,162.33333333333334,8,4
GMMN,EBBR,B738,RAM,175.16666666666666,12,0
GMME,LFPB,A320,AFR,147.16666666666666,14,2
GMMN,LEMD,B738,RAM,80.0,15,3
GMMN,LFBD,B738,RAM,125.16666666666667,7,3
GMMN,LTFJ,A320,MAC,263.4166666666667,15,5
GMMN,LIRF,B738,RAM,168.33333333333334,10,4
GMMN,LFPO,A332,MLT,189.91666666666666,5,4
GMMN,LTFJ,A20N,PGT,298.6666666666667,0,6
GMMN,LTFJ,A320,ABY,236.33333333333334,16,1
GMMN,LEBL,B738,RAM,100.41666666666667,8,6
GMMN,LEBL,A320,MAC,109.41666666666667,10,4
GMMN,LEMD,CRJX,ANE,78.08333333333333,18,6
GMMN,LIRF,B738,RAM,145.41666666666666,12,3
GMMN,LFPB,A319,AFR,170.91666666666666,10,4
GMTT,LEBL,A320,VLG,75.75,8,3
GMMN,LTFJ,A21N,PGT,244.41666666666666,2,6
GMME,LFPO,B738,RAM,142.91666666666666,7,4
GMME,LEMD,B738,RYR,68.5,22,1
GMMN,EBBR,B738,RAM,177.66666666666666,7,5
GMMN,LIMZ,A320,MAC,168.0,13,5
GMMN,LFPB,A306,BCS,178.33333333333334,18,3
GMMN,LFLY,B738,RAM,130.08333333333334,14,1
GMME,EBCI,B738,RYR,178.91666666666666,11,4
GMMN,LFPB,A320,AFR,159.08333333333334,16,5
GMME,LFML,E190,RAM,122.83333333333333,7,5
GMMN,LEMG,AT76,RAM,66.33333333333333,14,0
GMMN,LIPE,B738,RAM,158.33333333333334,12,5
GMMN,LEBL,B738,RAM,113.91666666666667,15,4
GMMN,EBBR,B738,RAM,157.66666666666666,13,5
GMMN,LPPT,B738,RAM,70.83333333333333,15,4
GMMN,EHAM,B738,TRA,189.58333333333334,13,0
GMME,EBCI,B738,RYR,171.33333333333334,11,4
GMMN,LEMD,B738,RAM,84.33333333333333,9,3
GMMN,LPPR,E190,RAM,90.25,15,5
GMMN,LFBO,E190,RAM,113.5,15,2
GMMN,EBBR,B738,RAM,172.91666666666666,12,6
GMMN,LEMD,B738,RAM,72.25,15,0
GMME,LFPB,A320,AFR,160.41666666666666,13,5
GMMN,EGKK,B738,RAM,159.83333333333334,11,1
GMMN,LEMD,A320,IBE,87.91666666666667,13,0
GMMN,LEMD,CRJX,ANE,79.75,18,6
GMMN,LFPG,A319,AFR,152.83333333333334,7,0
GMME,LFPG,A319,AFR,142.5,13,0
GMME,LFPO,B738,RAM,165.25,7,4
GMMN,EGLL,B738,RAM,158.91666666666666,13,5
GMMN,EHAM,E190,RAM,204.83333333333334,11,3
GMME,EBCI,B738,RYR,161.58333333333334,15,0
GMMN,LSGG,B738,RAM,169.0,12,4
GMMN,LEBL,B738,RAM,104.16666666666667,15,4
GMME,LFPO,B738,RAM,153.5,7,4
GMMN,EBBR,B738,RAM,185.91666666666666,12,5
GMMN,LTFM,B738,RAM,260.3333333333333,9,1
GMTT,LIME,B738,MAY,146.75,9,1
GMMN,LFPB,B738,RAM,159.5,7,6
GMMN,LIPE,A320,MAC,164.25,7,5
GMMN,LPPT,E190,TAP,70.58333333333333,11,5
GMMN,GMME,E190,RAM,18.416666666666668,4,3
GMMN,LEMD,AT75,SWT,125.08333333333333,17,3
GMMN,LFPO,A320,AFR,158.58333333333334,18,0
GMMN,GMMY,B738,RAM,23.833333333333332,12,2
GMMN,LFSB,A320,MAC,169.0,6,2
GMMN,LIPZ,A320,MAC,184.66666666666666,6,6
GMMN,LFPO,B738,RAM,160.0,7,0
GMME,LFPO,B738,RAM,148.83333333333334,7,6
GMMN,LFPB,B738,RAM,153.25,12,6
GMMN,EGLL,B788,RAM,171.33333333333334,14,5
GMME,LEZL,B738,RYR,44.5,20,5
GMMN,LLBG,B738,RAM,300.6666666666667,23,3
GMMN,LFPB,A320,AFR,150.25,16,1
GMMN,LFBD,B738,RAM,111.75,8,5
GMME,LFPG,A320,AFR,139.58333333333334,13,6
GMMN,LFPB,A320,AFR,163.0,18,6
GMMN,LFPB,A320,AFR,166.16666666666666,7,4
GMME,LEZL,B738,RYR,46.583333333333336,21,3
GMMN,LFPO,A320,AFR,147.41666666666666,18,6
GMMN,LFPG,A319,AFR,160.75,10,0
GMMN,LIPZ,B738,RAM,162.5,12,2
GMME,LEMD,B738,RYR,64.75,21,6
GMME,LFPG,A320,AFR,157.33333333333334,6,0
GMMN,LSGG,B738,RAM,160.08333333333334,12,2
GMMN,EBBR,E190,RAM,179.33333333333334,7,2
GMMN,LLBG,B738,RAM,310.4166666666667,23,2
GMME,LFPB,A320,AFR,151.91666666666666,6,1
GMMN,LFML,B738,TVF,130.16666666666666,20,6
GMMN,LFPB,A306,BCS,167.91666666666666,18,4
GMME,LFPO,B738,RAM,157.5,7,5
GMMN,EBBR,B738,RAM,182.41666666666666,8,6
GMMN,LPPT,E190,TAP,63.583333333333336,16,6
GMMN,LTFM,B788,RAM,234.66666666666666,9,5
GMMN,LIME,A320,MAC,166.25,15,0
GMME,LFPG,A319,AFR,143.91666666666666,16,0
GMMN,LIMF,B738,RAM,151.75,14,3
GMMN,LFML,E190,RAM,140.5,14,6
GMMN,LEMD,E190,RAM,74.33333333333333,14,1
GMMN,LFJL,B737,JAF,202.58333333333334,15,5
GMMN,LFBO,B738,RAM,127.5,7,5
GMMN,LIME,A320,MAC,184.91666666666666,14,6
GMMN,EGLL,B738,RAM,166.25,15,1
GMMN,EGKK,B738,RAM,179.5,11,5
GMME,LFML,B738,RYR,134.91666666666666,17,6
GMMN,LEBL,E190,RAM,95.91666666666667,15,1
GMMN,LFPO,B738,RAM,169.66666666666666,13,2
GMMN,LPPT,E190,TAP,67.0,18,2
GMMN,LIPZ,A320,MAC,166.16666666666666,6,6
GMMN,LLBG,B788,RAM,277.6666666666667,0,0
GMMN,EBBR,B738,RAM,180.66666666666666,12,3
GMMN,LEMD,AT75,SWT,122.0,16,1
GMMN,LEBL,E190,RAM,105.08333333333333,8,0
GMME,GMMN,B737,ROJ,27.833333333333332,17,2
GMMN,LTFM,B738,RAM,259.6666666666667,9,3
GMMN,LFPO,B738,RAM,159.0,17,6
GMMN,LFPO,B738,JAF,178.0,7,4
GMMN,LFPO,B738,RAM,166.08333333333334,11,3
GMMN,LFPB,A319,AFR,157.5,10,4
GMMN,EDDF,B738,RAM,203.5,12,3
GMMN,LEBL,B738,RAM,112.33333333333333,15,1
GMME,LFPG,A320,AFR,146.41666666666666,5,0
GMMN,LFBD,B738,RAM,126.5,8,5
GMMN,LIMC,B738,RAM,146.75,7,6
GMMN,LFPB,A321,AFR,162.66666666666666,7,5
GMTT,LFPO,A321,VLG,145.5,8,5
GMMN,LPPT,E190,TAP,65.33333333333333,11,6
GMMN,EBBR,B738,RAM,169.41666666666666,8,3
GMMN,LFPO,B789,RAM,152.33333333333334,7,0
GMMN,LIMZ,A320,ABY,154.5,12,5
GMME,LFPB,A320,AFR,153.41666666666666,5,1
GMMN,LIPE,B738,RAM,173.66666666666666,12,3
GMTT,LFPO,B738,RAM,123.08333333333333,6,6
GMME,EBCI,B738,RYR,175.25,19,0
GMMN,LIPZ,B738,RAM,163.41666666666666,11,0
GMMN,LEBL,B738,RAM,100.0,15,0
GMMN,LFMT,A320,ABY,124.41666666666667,6,2
GMMN,LPPT,B738,RAM,63.083333333333336,16,6
GMMN,EBBR,B738,RAM,164.83333333333334,8,5
GMTT,LEBL,A320,MAC,81.5,6,1
GMMN,LEBL,A320,MAC,109.16666666666667,10,4
GMMN,LTFM,B738,RAM,262.3333333333333,9,3
GMMN,LFPG,A320,AFR,152.91666666666666,16,6
GMMN,LFPO,B737,JAF,150.5,5,1
GMMN,LFPO,A320,AFR,157.41666666666666,19,3
GMMN,LFPG,B738,RAM,158.33333333333334,13,5
GMMN,EGKK,B738,RAM,167.91666666666666,12,3
GMMN,LFPO,B738,RAM,155.91666666666666,11,5
GMMN,ETNW,A400,GAF,226.25,18,1
GMMN,LPPT,A319,TAP,73.33333333333333,16,3
GMMN,EHAM,B38M,RAM,181.41666666666666,11,2
GMMN,LPPT,A319,TAP,65.08333333333333,16,1
GMMN,LFPO,B738,RAM,154.58333333333334,3,3
GMMN,LFSB,A320,MAC,152.91666666666666,6,0
GMMN,LFBO,B738,RAM,121.33333333333333,7,2
GMME,LFPB,A321,AFR,139.75,13,0
GMME,GMMN,E75L,MAI,25.833333333333332,20,6
GMMN,LFRS,B738,RAM,120.58333333333333,15,5
GMMN,LFPB,A320,AFR,166.66666666666666,7,0
GMMN,LFPB,A319,AFR,153.16666666666666,7,2
GMMN,LFPB,A321,AFR,184.41666666666666,16,5
GMMN,LLBG,B738,RAM,292.4166666666667,23,6
GMMN,LLBG,B788,RAM,268.8333333333333,23,3
GMMN,LPPT,A319,TAP,71.58333333333333,11,3
GMMN,EGKK,B738,RAM,162.41666666666666,11,6
GMMN,LFLL,B738,RAM,152.5,14,5
GMMN,LTFJ,A320,MAC,273.6666666666667,16,0
GMMN,LIME,A320,MAC,175.91666666666666,7,3
GMMN,LFSB,A320,MAC,183.08333333333334,7,2
GMMN,LTFJ,A320,MAC,264.3333333333333,16,2
GMMN,EBCI,B738,JAF,177.08333333333334,12,4
GMMN,LTFM,B788,RAM,239.0,9,2
GMMN,EBCI,B738,JAF,160.41666666666666,10,0
GMMN,LFPO,B738,TVF,143.0,19,4
GMMN,LIPE,B738,RAM,161.5,12,0
GMMN,EDDF,A20N,DLH,202.41666666666666,2,4
GMMN,LFPO,B38M,RAM,148.91666666666666,7,6
GMMN,EHAM,B738,RAM,167.33333333333334,12,0
GMTT,LIRA,B38M,RYR,151.25,9,6
GMMN,LIRF,B738,RAM,165.66666666666666,12,5
GMMN,LEMD,B738,RAM,77.75,16,3
GMMN,LFPO,B738,RAM,157.41666666666666,11,2
GMMN,LFPO,B738,RAM,149.41666666666666,13,1
GMMN,EDDF,B738,RAM,186.41666666666666,13,0
GMMN,LPPT,E190,RAM,64.16666666666667,10,1
GMMN,LFPO,B788,RAM,145.08333333333334,13,5
GMMN,LFML,B738,RAM,127.91666666666667,14,4
GMMN,LPPT,A21N,TAP,72.91666666666667,7,6
GMMN,LIMC,B738,RAM,151.5,7,5
GMMN,LTFM,A359,THY,231.33333333333334,14,5
GMME,LFPG,A320,AFR,156.33333333333334,6,3
GMMN,LFPG,A320,AFR,154.41666666666666,7,6
GMMN,LLBG,B738,RAM,308.5,23,1
GMMN,LFPO,B738,RAM,140.16666666666666,17,6
GMMN,LFPO,A320,AFR,158.66666666666666,18,6
GMMN,LFPG,B738,RAM,153.5,12,0
GMMN,LFMN,B738,RAM,152.16666666666666,14,3
GMMN,LFPO,B738,TVF,168.25,18,5
GMMN,LPPT,A319,TAP,60.666666666666664,16,5
GMMN,LFMT,A320,MAC,121.5,6,6
GMME,LFPO,B738,RAM,150.0,7,4
GMMN,LFPG,A321,AFR,154.5,17,1
GMMN,LPPT,E190,RAM,66.75,15,6
GMMN,LFPG,A320,AFR,157.33333333333334,10,1
GMME,LFPO,B738,RAM,139.83333333333334,7,6
GMME,LFPB,A320,AFR,149.16666666666666,17,3
GMMN,LFPO,B738,RAM,165.08333333333334,17,5
GMMN,LEBL,B738,RAM,96.08333333333333,8,6
GMMN,LIMC,B738,RAM,143.58333333333334,7,6
GMMN,LFPB,B738,RAM,155.91666666666666,13,0
GMMN,LFPB,A320,CCM,175.58333333333334,7,4
GMMN,LFMT,A320,MAC,117.83333333333333,6,6
GMMN,LFPG,B738,RAM,151.83333333333334,12,3
GMMN,EHAM,B738,RAM,172.66666666666666,11,5
GMMN,LPPT,E190,RAM,68.66666666666667,12,1
GMMN,LEMD,A319,IBE,85.41666666666667,13,1
GMMN,LFML,B738,RAM,137.75,14,5
GMMN,LSGG,B738,RAM,137.75,12,6
GMMN,LIMC,A332,THY,437.6666666666667,6,1
GMMN,LIPZ,A320,MAC,157.25,15,3
GMMN,EBBR,B738,RAM,191.66666666666666,12,3
GMMN,LIMC,B738,RAM,156.41666666666666,11,3
GMMN,LEMD,B738,RAM,77.91666666666667,9,6
GMME,EBBR,E190,RAM,161.66666666666666,6,6
GMMN,LFPG,B738,RAM,150.75,12,1
GMME,LFPB,F900,LMJ,142.16666666666666,9,3
GMMN,LFPO,A321,AFR,153.66666666666666,18,0
GMMN,LEMD,A320,IBE,81.16666666666667,13,2
GMMN,LFPO,B738,RAM,169.58333333333334,12,2
GMME,LFPO,B738,RAM,153.83333333333334,7,3
GMMN,LFPO,B788,RAM,157.16666666666666,13,5
GMMN,LFBO,A320,MAC,114.16666666666667,7,0
GMMN,LFPO,B38M,RAM,155.33333333333334,13,5
GMMN,LFLL,B738,RAM,128.75,14,0
GMMN,LFPO,A321,AFR,159.5,18,3
GMTT,GMMN,AT76,RAM,59.0,6,0
GMME,LFPB,A320,AFR,153.25,13,5
GMMN,LIMC,B738,RAM,160.0,7,2
GMMN,LEMG,AT76,RAM,75.25,14,1
GMMN,LPPT,B738,RAM,69.16666666666667,15,5
GMME,LFPG,A321,AFR,152.58333333333334,16,3
GMMN,EGLL,B788,RAM,162.83333333333334,13,1
GMMN,LLBG,B738,RAM,288.3333333333333,23,2
GMMN,EGLL,B738,RAM,177.5,12,2
GMMN,LTFM,A359,THY,234.16666666666666,14,6
GMMN,EGLL,B38M,RAM,178.25,12,4
GMMN,EHAM,B738,TRA,192.75,13,2
GMMN,LEMD,A20N,IBE,81.33333333333333,12,4
GMMN,LFBO,B738,RAM,106.08333333333333,16,0
GMMN,LIME,A320,ABY,158.08333333333334,14,0
GMMN,LFML,B738,RAM,122.58333333333333,13,6
GMME,LEZL,B738,RYR,40.916666666666664,22,1
GMMN,LFPO,B738,TVF,154.16666666666666,18,5
GMMN,LIMC,B738,RAM,158.58333333333334,12,0
GMMN,LIPE,B738,RAM,152.25,7,0
GMME,LEBL,B738,RYR,93.75,16,6
GMMN,LFPO,B788,RAM,147.08333333333334,7,5
GMMN,LIMC,B738,RAM,155.16666666666666,12,0
GMME,LFML,E190,RAM,124.83333333333333,15,0
GMMN,LTBA,B738,RAM,261.3333333333333,9,6
GMMN,LFPO,B738,RAM,168.5,13,4
GMMN,LEBL,B738,RAM,99.58333333333333,15,3
GMMN,LFMN,E190,RAM,143.0,14,4
GMME,LFPO,B738,RAM,147.08333333333334,7,6
GMMN,LFPO,A320,AFR,168.33333333333334,18,6
GMMN,LFRS,B738,TVF,132.91666666666666,13,0
GMMN,LFLL,A320,MAC,145.58333333333334,5,5
GMME,LFML,B38M,MAY,114.08333333333333,13,0
